,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
7482,Kepler-1264 b,Kepler-1264,1,1,Transit,2016,Kepler,Published Confirmed,0,0.96852602,2.33e-06,-2.33e-06,0.0,,,1.18,0.22,-0.12,0.0,,,0,5791.0,109.18,-145.15,0.0,0.98,0.18,-0.09,0.0,0.99,0.06,-0.06,0.0,-0.02,0.139,-0.18,0.0,[Fe/H],4.45,0.07,-0.14,0.0,19h19m32.26s,289.8844102,+45d12m41.43s,45.2115075,801.993,25.3755,-25.3755,14.629000000000001,0.08,-0.08,12.901,0.026000000000000002,-0.026000000000000002,14.4788,0.000322,-0.000322,06-05-16 9:20,2016-05,10-05-16
7489,Kepler-1265 b,Kepler-1265,1,1,Transit,2016,Kepler,Published Confirmed,0,6.49454921,3.021e-05,-3.021e-05,0.0,,,,,,,,,0,4614.0,122.0,-122.0,0.0,0.7,,,0.0,0.73,,,0.0,,,,,,4.61,,,0.0,18h58m20.60s,284.58583639999995,+47d04m46.43s,47.0795646,583.641,9.85,-9.85,16.024,0.035,-0.035,13.2,0.037000000000000005,-0.037000000000000005,15.5655,0.000513,-0.000513,16-04-19 11:21,2019-03,18-04-19
7497,Kepler-1266 b,Kepler-1266,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,28.475000599999998,0.00019439999999999998,-0.00019439999999999998,0.0,0.1689,0.0,2.64,0.1,-0.19,0.0,0.0,0.0,0,4996.0,82.0,-74.0,0.0,0.83,0.03,-0.06,0.0,0.79,0.06,-0.03,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.5,0.08,-0.03,0.0,19h03m28.64s,285.8693277,+42d43m40.80s,42.727999600000004,849.312,25.693,-25.693,16.016,0.37799999999999995,-0.37799999999999995,13.824000000000002,0.045,-0.045,15.835999999999999,0.000586,-0.000586,08-05-17,31-08-17 0:00,08-05-17
7506,Kepler-1267 b,Kepler-1267,1,1,Transit,2016,Kepler,Published Confirmed,0,,,,,,,2.8989999999999996,0.718,-0.4,0.0,,,0,5512.0,110.0,-110.0,0.0,1.08,0.07,-0.07,0.0,,,,,,,,,,,,,,19h56m40.68s,299.1695093,+43d26m27.79s,43.4410533,1379.43,58.885,-58.885,15.845999999999998,0.195,-0.195,13.937000000000001,0.039,-0.039,15.8136,0.0005059999999999999,-0.0005059999999999999,04-09-18 17:01,2018-10,06-09-18
7515,Kepler-1268 b,Kepler-1268,1,1,Transit,2016,Kepler,Published Confirmed,0,,,,,,,2.5340000000000003,0.218,-0.18600000000000003,0.0,,,0,5850.0,117.0,-117.0,0.0,1.48,0.1,-0.09,0.0,,,,,,,,,,,,,,19h11m21.22s,287.838419,+43d09m11.44s,43.1531776,1840.77,85.045,-85.045,15.484000000000002,0.069,-0.069,13.764000000000001,0.04,-0.04,15.2224,0.000332,-0.000332,04-09-18 17:01,2018-10,06-09-18
7524,Kepler-1269 b,Kepler-1269,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,37.3331536,0.000321,-0.000321,0.0,0.2227,0.0,1.54,0.8,-0.19,0.0,0.0,0.0,0,6144.0,157.0,-214.0,0.0,1.11,0.57,-0.13,0.0,1.05,0.24,-0.12,0.0,-0.06,0.22,-0.3,0.0,[Fe/H],4.37,0.09,-0.31,0.0,19h11m13.33s,287.8055442,+45d20m25.93s,45.340537100000006,1097.23,21.045,-21.045,13.658,0.069,-0.069,12.218,0.018000000000000002,-0.018000000000000002,13.5701,0.00025,-0.00025,21-11-14,18-12-14,21-11-14
7533,Kepler-127 b,Kepler-127,1,3,Transit,2014,Kepler,Published Confirmed,0,14.435770000000002,0.0001,-0.0001,0.0,,,1.52,0.13,-0.13,0.0,0.47,0.0,0,6066.19,126.01,-126.01,0.0,1.45,0.07,-0.07,0.0,1.13,0.14,-0.14,0.0,0.214,0.012,-0.012,0.0,[M/H],4.17,0.08,-0.08,0.0,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.79400000000004,2.6715,-2.6715,11.745999999999999,0.022000000000000002,-0.022000000000000002,10.234,0.019,-0.019,11.4381,0.000333,-0.000333,21-05-15,2015-08,21-05-15
7544,Kepler-127 c,Kepler-127,1,3,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,29.392404,9e-05,-9e-05,0.0,0.20199999999999999,0.0,2.33,0.2,-0.2,0.0,0.0,0.0,1,6169.0,50.0,-50.0,0.0,1.27,0.11,-0.11,0.0,1.27,0.04,-0.04,0.0,,,,0.0,,4.33,0.1,-0.1,0.0,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.79400000000004,2.6715,-2.6715,11.745999999999999,0.022000000000000002,-0.022000000000000002,10.234,0.019,-0.019,11.4381,0.000333,-0.000333,28-10-13,08-01-14,28-10-13
7555,Kepler-127 d,Kepler-127,1,3,Transit,2014,Kepler,Published Confirmed,0,48.630408,0.000128,-0.000128,0.0,0.28,0.0,2.64,0.14,-0.14,0.0,,,0,6106.0,106.0,-106.0,0.0,1.36,0.04,-0.04,0.0,,,,,,,,,,4.26,0.05,-0.05,0.0,19h00m45.59s,285.1899439,+46d01m41.01s,46.0280596,352.79400000000004,2.6715,-2.6715,11.745999999999999,0.022000000000000002,-0.022000000000000002,10.234,0.019,-0.019,11.4381,0.000333,-0.000333,14-05-14,2014-03,14-05-14
7566,Kepler-1270 b,Kepler-1270,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,6.03356196,6.551e-05,-6.551e-05,0.0,0.0712,0.0,3.01,1.43,-0.97,0.0,0.0,0.0,0,5190.0,135.0,-165.0,0.0,2.91,1.38,-0.94,0.0,1.32,0.31,-0.38,0.0,-0.12,0.26,-0.32,0.0,[Fe/H],3.63,0.27,-0.32,0.0,19h06m51.76s,286.7156676,+48d38m42.92s,48.6452552,1095.05,14.825,-14.825,13.562000000000001,0.092,-0.092,11.242,0.023,-0.023,13.2851,0.00021400000000000002,-0.00021400000000000002,25-08-15,24-09-15,25-08-15
7575,Kepler-1271 b,Kepler-1271,1,1,Transit,2016,Kepler,Published Confirmed,0,3.0255955,1.1599999999999999e-05,-1.1599999999999999e-05,0.0,,,1.48,0.23,-0.16,0.0,,,0,6143.0,81.37,-88.49,0.0,1.23,0.18,-0.13,0.0,1.13,0.06,-0.06,0.0,-0.01,0.08,-0.094,0.0,[Fe/H],4.31,0.09,-0.1,0.0,19h05m22.63s,286.34429539999996,+37d24m42.96s,37.4119347,831.9910000000001,18.689,-18.689,14.075,0.126,-0.126,12.503,0.022000000000000002,-0.022000000000000002,13.8677,0.000256,-0.000256,06-05-16 9:20,2016-05,10-05-16
7583,Kepler-1272 b,Kepler-1272,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,51.130970399999995,0.0004513999999999999,-0.0004513999999999999,0.0,0.2704,0.0,2.41,1.04,-0.33,0.0,0.0,0.0,0,6071.0,164.0,-204.0,0.0,1.11,0.48,-0.15,0.0,1.0,0.19,-0.12,0.0,-0.14,0.24,-0.3,0.0,[Fe/H],4.35,0.11,-0.27,0.0,19h00m52.74s,285.2197605,+38d48m21.02s,38.805839299999995,1206.37,32.795,-32.795,14.734000000000002,0.13699999999999998,-0.13699999999999998,12.888,0.035,-0.035,14.3837,0.00025,-0.00025,25-08-15,24-09-15,25-08-15
7592,Kepler-1273 b,Kepler-1273,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,28.625653000000003,0.0002174,-0.0002174,0.0,0.1857,0.0,2.59,1.07,-0.21,0.0,0.0,0.0,0,5774.0,159.0,-185.0,0.0,0.94,0.39,-0.08,0.0,1.04,0.15,-0.12,0.0,0.12,0.18,-0.28,0.0,[Fe/H],4.51,0.04,-0.3,0.0,19h03m12.77s,285.8032016,+44d52m24.23s,44.8733983,1114.24,47.89,-47.89,16.03,0.218,-0.218,14.26,0.057,-0.057,15.796,0.0007059999999999999,-0.0007059999999999999,25-08-15,24-09-15,25-08-15
7601,Kepler-1274 b,Kepler-1274,1,1,Transit,2016,Kepler,Published Confirmed,0,6.98172324,3.896e-05,-3.896e-05,0.0,,,,,,,,,0,5972.25,189.93,-189.93,0.0,2.34,0.16,-0.16,0.0,1.1,0.15,-0.15,0.0,0.027000000000000003,0.006,-0.006,0.0,[M/H],3.74,0.1,-0.1,0.0,18h58m22.48s,284.5936858,+46d26m59.05s,46.4497364,614.648,11.140999999999998,-11.140999999999998,11.717,0.046,-0.046,10.454,0.016,-0.016,11.6819,0.000195,-0.000195,16-04-19 11:21,2019-03,18-04-19
7609,Kepler-1275 b,Kepler-1275,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,3.65691115,1.583e-05,-1.583e-05,0.0,0.0477,0.0,1.19,0.63,-0.12,0.0,0.0,0.0,0,6269.0,162.0,-201.0,0.0,1.09,0.57,-0.11,0.0,1.07,0.25,-0.11,0.0,-0.12,0.22,-0.3,0.0,[Fe/H],4.4,0.07,-0.31,0.0,19h34m00.12s,293.5004955,+44d55m56.80s,44.9324455,1153.98,27.195,-27.195,14.595,0.08,-0.08,13.062000000000001,0.031,-0.031,14.4061,0.00025299999999999997,-0.00025299999999999997,25-08-15,24-09-15,25-08-15
7617,Kepler-1276 b,Kepler-1276,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,12.5720095,0.00010979999999999999,-0.00010979999999999999,0.0,0.1055,0.0,1.09,0.42,-0.14,0.0,0.0,0.0,0,6456.0,162.0,-194.0,0.0,1.07,0.42,-0.14,0.0,0.99,0.14,-0.11,0.0,-0.54,0.26,-0.32,0.0,[Fe/H],4.37,0.09,-0.26,0.0,19h11m25.68s,287.8570173,+40d32m49.89s,40.5471909,538.481,6.9265,-6.9265,12.992,0.092,-0.092,11.639000000000001,0.02,-0.02,12.8485,0.00021,-0.00021,21-11-14,18-12-14,21-11-14
7626,Kepler-1277 b,Kepler-1277,1,1,Transit,2016,Kepler,Published Confirmed,0,40.83650120000001,0.00045860000000000003,-0.00045860000000000003,0.0,,,1.6,0.29,-0.11,0.0,,,0,5578.0,82.21,-68.73,0.0,0.92,0.06,-0.05,0.0,0.94,0.04,-0.04,0.0,-0.01,0.105,-0.111,0.0,[Fe/H],4.49,0.05,-0.07,0.0,19h40m24.60s,295.1025166,+40d34m20.54s,40.572373600000006,557.193,5.7775,-5.7775,14.306,0.08,-0.08,12.427,0.023,-0.023,14.0928,0.00024900000000000004,-0.00024900000000000004,06-05-16 9:20,2016-05,10-05-16
7635,Kepler-1278 b,Kepler-1278,1,1,Transit,2016,Kepler,Published Confirmed,0,,,,,,,1.2570000000000001,0.07200000000000001,-0.085,0.0,,,0,6010.0,120.0,-120.0,0.0,1.4,0.07,-0.06,0.0,,,,,,,,,,,,,,18h51m49.66s,282.95691969999996,+42d49m32.01s,42.8255589,889.426,16.208,-16.208,13.782,0.114,-0.114,12.27,0.022000000000000002,-0.022000000000000002,13.6316,0.00021099999999999998,-0.00021099999999999998,04-09-18 17:00,2018-10,06-09-18
7643,Kepler-1279 b,Kepler-1279,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,23.477255300000003,0.0002525,-0.0002525,0.0,0.1633,0.0,1.34,0.42,-0.18,0.0,0.0,0.0,0,6384.0,151.0,-207.0,0.0,1.12,0.35,-0.15,0.0,1.05,0.18,-0.11,0.0,-0.24,0.25,-0.3,0.0,[Fe/H],4.36,0.09,-0.2,0.0,19h12m22.94s,288.0955917,+40d21m57.27s,40.365909,1494.22,35.19,-35.19,14.137,0.172,-0.172,12.62,0.024,-0.024,13.9318,0.00022200000000000003,-0.00022200000000000003,08-05-17,31-08-17 0:00,08-05-17
7652,Kepler-128 b,Kepler-128,1,2,Transit,2013,Kepler,Published Confirmed,0,15.09,,,0.0,,,1.13,0.03,-0.03,0.0,,,1,,,,,1.66,0.04,-0.04,0.0,1.18,0.07,-0.07,0.0,,,,,,4.07,0.01,-0.01,0.0,18h49m58.14s,282.49226219999997,+43d58m48.88s,43.9802442,396.379,3.9095,-3.9095,11.693,0.018000000000000002,-0.018000000000000002,10.109,0.011000000000000001,-0.011000000000000001,11.2886,0.000563,-0.000563,23-08-19 15:13,2014-02,14-05-14
7664,Kepler-128 c,Kepler-128,1,2,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,22.803025199999997,0.00011220000000000002,-0.00011220000000000002,0.0,0.1622,0.0,1.29,0.08,-0.06,0.0,0.0,0.0,1,6063.0,85.0,-73.0,0.0,1.61,0.1,-0.07,0.0,1.09,0.08,-0.05,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.06,0.03,-0.03,0.0,18h49m58.14s,282.49226219999997,+43d58m48.88s,43.9802442,396.379,3.9095,-3.9095,11.693,0.018000000000000002,-0.018000000000000002,10.109,0.011000000000000001,-0.011000000000000001,11.2886,0.000563,-0.000563,08-05-17,31-08-17 0:00,08-05-17
7676,Kepler-1280 b,Kepler-1280,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,66.5579057,0.0007705,-0.0007705,0.0,0.3314,0.0,1.66,0.94,-0.19,0.0,0.0,0.0,0,6273.0,159.0,-214.0,0.0,1.14,0.64,-0.14,0.0,1.09,0.27,-0.11,0.0,-0.06,0.22,-0.3,0.0,[Fe/H],4.36,0.08,-0.32,0.0,19h34m17.73s,293.5738933,+45d23m04.17s,45.3844919,1486.7,34.73,-34.73,14.196,0.149,-0.149,12.602,0.021,-0.021,13.9999,0.000242,-0.000242,21-11-14,18-12-14,21-11-14
7685,Kepler-1281 b,Kepler-1281,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,3.11602791,1.3000000000000001e-05,-1.3000000000000001e-05,0.0,0.0415,0.0,1.69,0.66,-0.11,0.0,0.0,0.0,0,5591.0,172.0,-166.0,0.0,0.86,0.34,-0.06,0.0,0.98,0.08,-0.1,0.0,0.07,0.23,-0.25,0.0,[Fe/H],4.56,0.02,-0.28,0.0,19h41m25.05s,295.3543571000001,+48d30m55.42s,48.515393200000005,,,,15.960999999999999,0.423,-0.423,13.929,0.061,-0.061,15.997,0.008749,-0.008749,25-08-15,24-09-15,25-08-15
7692,Kepler-1282 b,Kepler-1282,1,1,Transit,2016,Kepler,Published Confirmed,0,2.13194651,6.87e-06,-6.87e-06,0.0,,,1.55,0.21,-0.11,0.0,,,0,5504.0,81.08,-78.7,0.0,0.89,0.11,-0.06,0.0,0.92,0.04,-0.04,0.0,0.01,0.13699999999999998,-0.168,0.0,[Fe/H],4.51,0.04,-0.12,0.0,19h20m42.28s,290.1761688,+46d41m53.89s,46.6983036,1103.29,35.115,-35.115,15.707,0.217,-0.217,13.852,0.038,-0.038,15.4921,0.00041799999999999997,-0.00041799999999999997,06-05-16 9:20,2016-05,10-05-16
7700,Kepler-1283 b,Kepler-1283,1,1,Transit,2016,Kepler,Published Confirmed,0,,,,,,,3.406,0.47,-0.39799999999999996,0.0,,,0,6060.0,212.0,-212.0,0.0,2.61,0.34,-0.28,0.0,,,,,,,,,,,,,,19h41m50.96s,295.4623336,+40d46m36.96s,40.776933500000005,2921.99,278.745,-278.745,15.269,0.069,-0.069,13.567,0.04,-0.04,15.0697,0.000408,-0.000408,04-09-18 17:00,2018-10,06-09-18
7708,Kepler-1284 b,Kepler-1284,1,1,Transit,2016,Kepler,Published Confirmed,0,,,,,,,1.244,0.099,-0.13699999999999998,0.0,,,0,5182.0,181.0,-181.0,0.0,0.83,0.07,-0.06,0.0,,,,,,,,,,,,,,19h25m06.95s,291.2789549,+47d41m15.28s,47.6875766,882.324,23.526999999999997,-23.526999999999997,15.912,0.126,-0.126,13.572000000000001,0.033,-0.033,15.6622,0.000508,-0.000508,04-09-18 17:11,2018-10,06-09-18
7716,Kepler-1285 b,Kepler-1285,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,14.796745800000002,0.0001134,-0.0001134,0.0,0.1272,0.0,1.4,0.63,-0.46,0.0,0.0,0.0,0,6141.0,176.0,-230.0,0.0,1.71,0.77,-0.56,0.0,1.25,0.26,-0.24,0.0,0.12,0.2,-0.28,0.0,[Fe/H],4.07,0.26,-0.24,0.0,18h47m20.48s,281.83533660000006,+44d09m21.18s,44.155882500000004,422.269,3.3435,-3.3435,11.717,0.018000000000000002,-0.018000000000000002,10.484000000000002,0.011000000000000001,-0.011000000000000001,11.6497,0.000185,-0.000185,18-11-14,04-12-14,18-11-14
7725,Kepler-1286 b,Kepler-1286,1,1,Transit,2016,Kepler,Published Confirmed,0,11.25402929,6.812e-05,-6.812e-05,0.0,,,2.15,0.45,-0.18,0.0,,,0,5753.0,74.56,-79.2,0.0,0.98,0.2,-0.07,0.0,1.0,0.05,-0.05,0.0,0.03,0.138,-0.155,0.0,[Fe/H],4.45,0.06,-0.15,0.0,18h41m02.01s,280.2583709,+43d50m08.68s,43.8357433,1354.46,44.38,-44.38,15.277999999999999,0.217,-0.217,13.655,0.038,-0.038,15.1425,0.000373,-0.000373,06-05-16 9:20,2016-05,10-05-16
7734,Kepler-1287 b,Kepler-1287,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,11.47685,0.00027,-0.00027,0.0,0.10099999999999999,0.0,1.4,0.59,-0.59,0.0,0.0,0.0,0,6037.0,96.0,-96.0,0.0,0.95,0.36,-0.36,0.0,1.04,0.08,-0.08,0.0,,,,0.0,,4.5,0.3,-0.3,0.0,19h16m32.31s,289.13462979999997,+47d03m46.86s,47.063018,1003.26,26.0125,-26.0125,15.216,0.035,-0.035,13.505,0.040999999999999995,-0.040999999999999995,15.0069,0.000373,-0.000373,28-10-13,08-01-14,28-10-13
7742,Kepler-1288 b,Kepler-1288,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,2.76122421,1.477e-05,-1.477e-05,0.0,0.0435,0.0,1.88,0.55,-0.77,0.0,0.0,0.0,0,6381.0,183.0,-237.0,0.0,2.23,0.65,-0.92,0.0,1.44,0.22,-0.38,0.0,-0.08,0.24,-0.3,0.0,[Fe/H],3.9,0.33,-0.16,0.0,19h02m51.24s,285.7135,+41d36m21.17s,41.6058799,814.078,,,13.199000000000002,0.126,-0.126,11.959000000000001,0.02,-0.02,13.1774,0.000308,-0.000308,18-11-14,04-12-14,18-11-14
7749,Kepler-1289 b,Kepler-1289,1,1,Transit,2016,Kepler,Published Confirmed,0,7.99019627,5.083e-05,-5.083e-05,0.0,,,1.52,0.49,-0.24,0.0,,,0,6080.0,245.65,-268.17,0.0,1.17,0.37,-0.18,0.0,1.1,0.17,-0.1,0.0,0.02,0.134,-0.153,0.0,[Fe/H],4.35,0.12,-0.19,0.0,19h45m33.30s,296.388767,+41d02m25.83s,41.040509,1053.57,21.285,-21.285,14.732000000000001,0.16,-0.16,13.043,0.027999999999999997,-0.027999999999999997,14.5992,0.00034500000000000004,-0.00034500000000000004,06-05-16 9:20,2016-05,10-05-16
7757,Kepler-129 b,Kepler-129,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,15.79186,0.00014,-0.00014,0.0,0.13,0.0,1.96,0.29,-0.29,0.0,0.0,0.0,0,5795.0,50.0,-50.0,0.0,1.36,0.2,-0.2,0.0,1.19,0.07,-0.07,0.0,,,,0.0,,4.24,0.1,-0.1,0.0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,4.3535,-4.3535,11.809000000000001,0.022000000000000002,-0.022000000000000002,10.252,0.019,-0.019,11.6437,0.00020899999999999998,-0.00020899999999999998,28-10-13,08-01-14,28-10-13
7768,Kepler-129 c,Kepler-129,1,2,Transit,2014,Kepler,Published Confirmed,0,82.20017,0.0006799999999999999,-0.0006799999999999999,0.0,0.39299999999999996,0.0,2.55,0.1,-0.1,0.0,,,0,5770.0,83.0,-83.0,0.0,1.64,0.05,-0.05,0.0,,,,,,,,,,4.09,0.06,-0.06,0.0,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,4.3535,-4.3535,11.809000000000001,0.022000000000000002,-0.022000000000000002,10.252,0.019,-0.019,11.6437,0.00020899999999999998,-0.00020899999999999998,14-05-14,2014-03,14-05-14
7779,Kepler-1290 b,Kepler-1290,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,4.69500134,4.206e-05,-4.206e-05,0.0,0.0557,0.0,1.52,0.56,-0.14,0.0,0.0,0.0,0,5999.0,156.0,-199.0,0.0,0.96,0.36,-0.09,0.0,1.04,0.14,-0.13,0.0,-0.06,0.2,-0.3,0.0,[Fe/H],4.49,0.04,-0.27,0.0,19h22m44.45s,290.6852287,+43d51m34.62s,43.859615500000004,1593.7,90.365,-90.365,15.870999999999999,0.092,-0.092,14.112,0.051,-0.051,15.6906,0.000544,-0.000544,18-11-14,04-12-14,18-11-14
7787,Kepler-1291 b,Kepler-1291,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,8.63043276,6.731e-05,-6.731e-05,0.0,0.0778,0.0,1.57,0.45,-0.12,0.0,0.0,0.0,0,5354.0,180.0,-154.0,0.0,0.77,0.22,-0.06,0.0,0.85,0.09,-0.1,0.0,-0.18,0.34,-0.28,0.0,[Fe/H],4.6,0.03,-0.17,0.0,19h17m30.48s,289.3770051,+40d00m03.88s,40.001079100000005,897.352,26.5635,-26.5635,16.261,0.126,-0.126,13.892999999999999,0.054000000000000006,-0.054000000000000006,15.8826,0.000472,-0.000472,18-11-14,04-12-14,18-11-14
7795,Kepler-1292 b,Kepler-1292,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,3.27645723,1.633e-05,-1.633e-05,0.0,0.0443,0.0,1.71,0.52,-0.17,0.0,0.0,0.0,0,5812.0,162.0,-203.0,0.0,0.96,0.29,-0.1,0.0,1.08,0.11,-0.14,0.0,0.21,0.2,-0.3,0.0,[Fe/H],4.5,0.04,-0.21,0.0,18h59m37.37s,284.9057222,+43d56m56.92s,43.949143400000004,1493.43,96.295,-96.295,16.337,0.10400000000000001,-0.10400000000000001,14.19,0.079,-0.079,15.9483,0.000655,-0.000655,08-05-17,31-08-17 0:00,08-05-17
7803,Kepler-1293 b,Kepler-1293,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,5.57654784,4.024e-05,-4.024e-05,0.0,0.065,0.0,0.9,0.55,-0.1,0.0,0.0,0.0,0,6528.0,161.0,-214.0,0.0,1.16,0.71,-0.13,0.0,1.18,0.27,-0.17,0.0,-0.16,0.22,-0.32,0.0,[Fe/H],4.38,0.06,-0.36,0.0,19h20m06.21s,290.02587830000004,+48d20m09.32s,48.335922700000005,1028.16,14.725,-14.725,13.377,0.069,-0.069,12.075,0.024,-0.024,13.3004,0.00022,-0.00022,21-11-14,18-12-14,21-11-14
7811,Kepler-1294 b,Kepler-1294,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,115.6863392,0.0008968,-0.0008968,0.0,0.4684,0.0,3.52,0.58,-0.44,0.0,0.0,0.0,0,5800.0,78.0,-87.0,0.0,1.15,0.19,-0.14,0.0,1.02,0.08,-0.06,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.33,0.11,-0.11,0.0,19h25m04.34s,291.2681037,+44d29m17.38s,44.4881624,1855.7,93.345,-93.345,15.360999999999999,0.114,-0.114,13.597000000000001,0.033,-0.033,15.1501,0.00037200000000000004,-0.00037200000000000004,08-05-17,31-08-17 0:00,08-05-17
7819,Kepler-1295 b,Kepler-1295,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,3.81371974,2.278e-05,-2.278e-05,0.0,0.0465,0.0,1.5,0.52,-0.12,0.0,0.0,0.0,0,5561.0,165.0,-157.0,0.0,0.84,0.29,-0.07,0.0,0.92,0.08,-0.09,0.0,-0.06,0.26,-0.28,0.0,[Fe/H],4.56,0.03,-0.24,0.0,19h25m35.48s,291.39784510000004,+45d35m18.79s,45.588553000000005,1174.46,55.055,-55.055,16.227,0.195,-0.195,14.092,0.051,-0.051,15.9075,0.001142,-0.001142,18-11-14,04-12-14,18-11-14
7827,Kepler-1296 b,Kepler-1296,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,8.3839865,8.648e-05,-8.648e-05,0.0,0.0758,0.0,1.04,0.47,-0.16,0.0,0.0,0.0,0,5494.0,168.0,-143.0,0.0,0.98,0.45,-0.15,0.0,0.82,0.14,-0.06,0.0,-0.12,0.32,-0.24,0.0,[Fe/H],4.37,0.15,-0.29,0.0,19h28m30.02s,292.12510380000003,+41d24m28.05s,41.407792799999996,1551.54,58.24,-58.24,14.934000000000001,0.114,-0.114,12.800999999999998,0.03,-0.03,14.6267,0.000262,-0.000262,25-08-15,24-09-15,25-08-15
7834,Kepler-1297 b,Kepler-1297,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,1.68189002,1.032e-05,-1.032e-05,0.0,0.0275,0.0,0.98,0.38,-0.12,0.0,0.0,0.0,0,6214.0,169.0,-197.0,0.0,1.03,0.4,-0.13,0.0,0.97,0.14,-0.11,0.0,-0.36,0.26,-0.3,0.0,[Fe/H],4.4,0.09,-0.27,0.0,19h19m49.55s,289.9564415,+47d01m13.25s,47.0203466,1439.47,43.06,-43.06,14.867,0.092,-0.092,13.262,0.026000000000000002,-0.026000000000000002,14.7821,0.000306,-0.000306,21-11-14,18-12-14,21-11-14
7842,Kepler-1298 b,Kepler-1298,1,1,Transit,2016,Kepler,Published Confirmed,0,7.12805014,3.387e-05,-3.387e-05,0.0,,,,,,,,,0,6058.57,151.14,-151.14,0.0,2.39,0.14,-0.14,0.0,1.13,0.15,-0.15,0.0,-0.174,0.006999999999999999,-0.006999999999999999,0.0,[M/H],3.74,0.09,-0.09,0.0,18h57m41.46s,284.4227535,+49d06m22.29s,49.1061907,544.163,6.7515,-6.7515,11.388,0.019,-0.019,10.149,0.018000000000000002,-0.018000000000000002,11.3125,0.0005549999999999999,-0.0005549999999999999,16-04-19 11:22,2019-03,18-04-19
7851,Kepler-1299 b,Kepler-1299,1,1,Transit,2016,Kepler,Published Confirmed,0,19.94014237,1.165e-05,-1.165e-05,0.0,,,,,,,,,0,5427.0,123.0,-123.0,0.0,1.0,,,0.0,0.95,,,0.0,,,,,,4.41,,,0.0,19h04m36.03s,286.1501263,+37d24m40.84s,37.4113438,1404.94,82.765,-82.765,15.962,0.446,-0.446,14.190999999999999,0.053,-0.053,15.9003,0.000612,-0.000612,26-07-16 21:42,2016-07,28-07-16
