,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Normalized Mean,3.236106366254922e-05,0.00015191112974377873,-0.00021195263561161042,-0.7071067811865475,0.0005971975986411585,-0.7071067811865476,0.008710786384776726,0.12449247441594948,-0.24138706133017318,-0.7071067811865476,0.9489877671287406,0.7141285882017381,0.0009024576094254058,0.02238038121774833,-0.018624813903489485,0.7071067811865476,0.11471674820110393,0.27470604025368317,-0.20004875643966782,0.0,0.9612732769766247,0.9685015941875245,-0.96597428042517,0.0,-0.3582460919200446,0.9934241963482068,-0.9924091296491913,0.0,0.7017077140520142,0.9933372237754995,-0.9877887661096996,0.0,0.03199530600583392,0.020002286331622907,0.0008844741387147553,0.001707789686264818,-0.0012425644456601117,0.6663933608552712,0.9805254478144422,-0.9104561999084573,0.6398601386168966,0.5422586415071087,-0.4869477996064639,0.6556784435247314,1.0,-1.0
Normalized Variance,0.9999999994763809,0.9999999884615043,0.9999999775380399,0.7071067811865475,0.9999998216774981,0.7071067811865476,0.999962060380572,0.9922205520013151,0.970428918892251,0.7071067811865476,0.3153128887946184,0.700014542358223,0.9999995927850487,0.9997495279001378,0.9998265431098838,0.7071067811865476,0.9933982422383102,0.9615282582681289,0.9797859434830357,0.0,0.2755969647340507,0.2490073534179735,0.2586381440489299,0.0,0.9336271941326554,0.11449177311020882,0.12298015851727714,0.0,0.7124649353055186,0.11524391464187332,0.15579908070164422,0.0,0.9994880191345932,0.9997999342576032,0.9999996088526725,0.9999985417261305,0.9999992280165011,0.7456003544849052,0.19639207262078534,0.4136054980875512,0.7684913812198325,0.8402116196000059,0.8734310736734887,0.7550402497198315,0.0,0.0
